"","p_cntrl2730","p_cncr5987","p_cntrl5081","p_cncr1718","p_cncr2573","p_cncr2035","p_cntrl2972","p_cncr6812","p_cntrl9873","p_cncr4188","p_cncr9002","p_cncr9466","p_cncr8865","p_cntrl5767","p_cncr2978","p_cntrl6376","p_cntrl8387","p_cncr3595","p_cncr4026","p_cncr9591","p_cntrl8413","p_cncr9070","p_cncr6166","p_cncr1817","p_cntrl6666","p_cncr2162","p_cncr1856","p_cncr2882","p_cncr1259","p_cntrl5277"
"10101011101010110100",27618,242093,104300,535225,7956,26710,180628,3854464,19698,296312,556673,31867641,35750,3536,527069,232029,6008,24325,851577,1765625,408,27274,768394,108813,165358,2735,42842,6200,96217,202908
"00100010011101001001",356483,42064,117265,1913168,1605,201020,97448,82776,5298,140910,90532,46683,4720434,30096,159993,16759,1375551,222599,521,473497,1989,55434,84625,27722,21391,6921,80455,18860,119606,223616
"01100100110001110000",10289,957755,3551988,4915788,39109,345,16676,47152,440082,11363,584062,2671246,964474,324688,258889,213,95,1252,2422,12876,124143,187067,834925,22675,27081,671,1463853,1233020,9717,6559
"00101011100010010011",66050,973,589017,1765,198133,39932,886673,2322,48343,166985,437514,562715,763,325,643998,194240,12680,285,53029,1477953,3754443,161396,67726,288735,21071597,14630,84460,51385,1620328,23746
"10000000101110100001",101048,191816,144590,59442,2024,1003991,59476,79158,33369,6647,159412,21495,50255,1677,36718,772426,17098,27,62979,10043,6797,327,1920,649676,58538897,147,106804,987,18,2329643
"01100011010100110000",8289,4195,10757,19442,13226,25068,6695,799476,123324,35860,21060,397776,3203034,9955,66977,61258,262176,1832019,15731,399206,42048,139882,675385,975,21819,203143,20326,31280,9002,14542
"01111111010111111110",2899434,65695,449,644992,6696245,1899382,110277,137023,23380,53593,61,230859,567798,687829,161579,27972,14421,9132,1461,6219,139995,6136,45832,5638,571665,2357638,250,727173,96190,7039
"00010110010010010100",4221,865476,39845,873042,216,13495021,49095,14398,15267,174876,6818589,33436,1086470,6146,72120,100338,212673,62874,247027,644721,3028,35,318482,536273,64757,37855,609477,22923,32243,948
"11110000010111110101",1239020,617102,2004,4899,2322,1166601,1889,1036529,86936,9972,363394,24167,1029,668937,175212,534544,3788,119026,2699975,67806,750030,417260,38052,11145,1921,4831,224,50582,658523,2971
"01110000100000011000",219551,124481,10689,122,28201,84569,1352,1531,1184382,2415,474520,4292,38300,155510,1449244,18461,37282,50469,26194,46854,1265129,12232,4505,2363,42780,18,6577,958178,2797,10927
"00111001010000001001",28005,119235,10021,1162153,47,188092,442381,681829,37345,5019994,5815393,8602,125,1703735,345893,3416498,1465005,17,20353,3,37673,33294,2435,15636,18227,694476,221064,201,13934,7746
"00011000001000110100",149676,150842,39199,7710461,30517,2140157,74115,953,176040,77064,1158501,821,3405624,1855,5759711,353664,2074,169327,48698,32491,209937,607,806,136881,87712,10039,1352,2447,1207,183318
"11010111010011000001",8608,2392,526842,289935,32439,74002,147154,20138,3162,62106,538233,45589,153399,1358147,2494032,50956,3503685,90385,864707,3168278,3656895,5138339,321078,444880,12525,205992,374444,207426,1372547,17326
"10001101111101111100",50772,84669,514537,72455,249,391466,3157,579930,2286,97734,283000,3842,61042,101381,2014539,257143,1901,1929887,529065,1579,55449,2136,38281,1669,2545723,971,14288,76285,1456,31632
"01011011011110101011",167675,11925,26528,2665,32224,15849,2592,91,437,3160,49,47455,480024,5225,9914,276026,132252,4033,5214,55715,896467,320539,1592036,313367,46708,355850,6855,21268,91101,94224
"01001011011010000011",9053,292499,8680,430562,203626,3948987,38032,7605,3021,3051,33095,3465,30189,405619,15253,7394,586698,33,7127,193,3761392,15547,7544,47346,1787215,207352,292024,31465,305184,10019
"11011010011100011000",1441103,226162,1728662,1089742,464501,337189,2884,93854,1037,16363,1303,862733,35679,36227,516205,8349,21940,5858,447972,889,573831,1386,10200,22736,404102,44653,147106,1344953,320335,2006
"00111110000001011101",32,3778869,19725,2482982,49176,182544,248560,36836,101577,290,228767,215518,1524,1367773,13955,1010833,37659,481409,4666,594324,74838,33245,17985,104571,222798,56574,20370,1097,264139,52931
"11110110011110111101",7645,92387,461585,630446,6042,2613300,841995,507064,93518,440758,8983,24573,608532,533292,124983,49014,190535,265961,6956671,12951,186279,38129,48888,1765905,10374,1214825,879320,1147,6566,8107
"10100100111111011001",769052,579965,5827,107651,124362,2035,294343,4872354,209367,243612,262567,163651,502,9033,55090,12667,11293,1310554,61182,247137,748083,87249,53553,52688,16276,903,245456,18989,85453,176407
"10000001011111100000",110040,12118,23908,180769,24,55083,485636,1825029,951722,1152304,71879,906522,91570,324041,1890855,254953,1588706,76,984,3434,404599,1818,1766,3294533,280468,4065,147074,10979,22,2007
"11000010111010111110",1035404,30855,2335304,259811,61809,61282,2489978,386965,101245,256171,81189,106530,144270,359406,6968,10119,445,33447,12044,3995,23713,548147,14209,104896,2073,21491,54251,3388525,1271173,120948
"11110100010101001000",345543,59364,820979,65075,31,1391361,1717160,63062,264319,3296057,86470,136863,8169,248166,100675,3233373,14817,4,6727,253,229,5230262,2921,5601,27541,18489,29092,846,2664,371356
"10101010110111000011",115842,2729,8721427,1146,202,65168,58928,216893,63626,176950,122,1211187,411,60261,164022,29884,9633,21227,9269,13004,7206,757196,700,65389,208959,3318160,60649,166518,5139,402035
"10101101011101111001",100825,876324,93622,85686,5078,988260,284200,5741,54674,791,24223,4477304,18386,12103,254564,63298,96257,1150792,24734,139898,83723,20224,83820,35907,286286,57,2159112,7508,115683,148596
"11100000101001100111",49591,132483,516321,2599,343,1037,2990,14912,73167,68859,132236,214891,5388,1638417,169052,1580087,10189769,354,450,242,2466481,1876,16049,6263637,13863,348073,285,1914,35,44474
"10011100111010011110",30056,7522,71925,19995,202415,9811,227368,162713,64711,180148,2217,46742,282235,1949,64444,28994,863,105974,15482,20134,533,740,44829,19483,332567,77672,479851,1871,143,15099
"01011000010101100000",426275,648982,131887,10357,104,812,108699,27755,31369,59079,36282,7568,282530,121538,2157,513,70396,5,82900,812,68828,9844,23521,189285,260784,148564,1580,2313,18286,1351841
"00010000110000001111",638155,142611,191821,623785,4,11046,21549,29895,72479,134676,131465,3982,11126233,468164,3224996,118283,30509,2991,3271,4560,25850,394,17401,1248043,84949,14488,426009,82912,602,556069
"01011100000100110011",5703,12350,1003408,326578,184875,52585,30857,146897,51861,164951,3452,191888,1404,1813,40251,89392,13439,5011,208980,10166,236450,13289,256501,460775,44026,66936,540,62330,662,185676
"01011011000000010000",1615,1862,68160,2385,6766,1202,50089,50358,2265,1525,1402221,548178,164497,40184,27051,2006649,4883077,50192,84475,583572,939652,205586,399464,137931,43484,402618,551204,18362,2472,19865
"10101000000010111010",83345,1761,2583410,140664,274680,12129,206496,231721,11110,1683177,83745,11500386,300384,133428,6256,121,530047,1201,13262,73811,17002,298788,387678,1255316,4724,1753,2043,2214,1976934,53222
"00000101000011110111",5480,3916000,22633,252283,49611,11237,1025917,3119,73686,20113,335,10367,3362,8223,1239191,2085544,894,305331,2036,177903,110017,262,7667,840713,46111,145889,2864,539358,494,3106
"01011111100100110000",5038947,1827489,2043,7339,34344,16515,343532,79871,29494,63704,4071,44,1231636,24726,114948,264035,606299,232012,9511,75625,2312,9426,622,4126740,249936,39338,480627,4197,335882,140089
"00011010001001110101",11005,8557526,176950,31985,3156,232929,5729,6386,94955,1585478,123941,15079,7939096,5009866,63615,970,4429,131288,1350,223432,2653,22,292091,46160,719091,4661,266485,376,845,29200
"11110011001001110101",1859738,11845,31028,38618256,48148,230939,65931,24959,15648,159146,594892,284471,203735,514359,12601,105691,13372,488901,85274,1882,7576,1061768,194,798861,58110,159576,23579,82181,6463,178797
"11101110000101111101",83277,1557,1364,77776,30461,2767,227604,33098,274361,5345,42352,449565,1207934,553308,169109,18275,111590,28337,1802,7308,23478183,38606,8250,41153,1732,41414,361570,14565,2538,8229
"00110011000100110111",3894,358,807,112127,25471,1781278,24830,3775247,15080,15313,12855,548,567767,235436,47675,333118,33902,950091,34819,28535,371566,13486,200036,846667,584814,1971792,5101,14124,406,7352
"00011001011101101010",177130,307612,4757,18214,80,16241,33377,8495,210656,86338,21080,3094905,39998,6194,63280,9381067,23951,19,491,925,137180,14,68023,35247,96851,207,1655,9259,163,13666
"10011100000111111100",79994,8602,25017,19943289,15550,1333391,30593,33121,2173,14031,3447989,1002896,132268,911503,469186,133760,147,6362,57234,18067,4325,6467,993,191551,9330,4692,3315,107083,2878,118423
"00000001000010001110",270296,693175,68342,1090556,82,60766,394931,19971,883303,127069,389500,88528,4301,12219,9630,32817338,70248,5,194,860,139733,24,331,3296727,2543843,218,8357,272,8,1514628
"00111001100101001000",60872,95554,571,24377,6031,3367,140666,1836087,13770,529068,128146,154783,767,4173,11281664,106740,8667505,1,71,225,6903069,623138,6166,596441,1099447,36436,1548420,18726,1394905,1196116
"10001000100111110111",552,3897,16602,15830,5177,99210,703118,20797,263549,11452539,42162,1434113,7339,2924,99441,39258,171758,2917,3771007,19265,6086277,259,89089,645950,53205,975,5267238,1699469,788,65865
"01110001001101000000",184505,182245,83352,78574,294,35188,405736,772487,768640,354453,394567,56612,418589,9024,3481,8668,2769,4461,508,792,9069,44868,9095,1304,231192,14150,571491,1674,929,7755
"00110001110101001011",148345,89125,71382,270116,192,629,25571,197163,37487,299862,14382,42754,160,39127,15682,747887,50096,8415,135203,140,42122,112,751,2853,3691,7867,147655,779,207,49876
"10000100101110111100",1652665,6385,4540,12746,38284,3847,7408440,11498813,2949,3555745,150972,1697376,41650,14277,276113,5159,4892,58300,261019,278284,591980,227,38405,458504,371506,58284,1386634,45259,8258,20067
"00110101000111010000",436,668105,454725,159630,11410,5701415,105309,17795,6225,2231,310,13434,1062966,53579,1818,95423,126593,95746,43274,109,110111,678012,6926,481806,64467,49974,10891,23082239,310,4121347
"11001100100011001011",99856,167711,710891,854006,341,4079,492711,1025291,363892,491250,2076,3068,4661,727872,1655,177678,275359,3631,14399,16,47378,296387,94871,23110,42932,28633,76,43,1136,84850
"10111110000010010111",202107,694534,1715917,10458,29239,17637,45991,10952,26703,160484,68768,15393,78021,14362588,16561,44753,1140757,867294,54290,83702,463623,1296,122631,4779,696157,114182,50767,282925,2374,1922
"01111110101010101010",1264982,6157,1836,97470,29502,673407,13917,32913,3301851,245519,1992,198870,993067,10670,1285775,50928,96893,156184,32035,171699,30646,42983,831817,8259404,93120,32816,655238,4210342,36400,4995
"01100010011011011000",197956,710383,831787,6911,81381,6374,9060,1126801,4829979,11178,133116,449810,5139,439823,22328,98783,97161,156851,128,10684,1542637,146,289152,2298097,317966,530350,1236688,1597,213014,3988
"10001001111111111101",118675,77797,248513,2496667,3814,32140,1079,207,134055,249869,276427,2899,24035,2853,12800,103907,204604,30277,426249,175402,1733,3636,66968,10278737,90055,3345,2617014,20851,208,23334
"00011110111011001011",223003,171792,5839,165637,81105,36101,23211,9139,17683,8701,28987,10897,254413,49953,20578,6201276,20396,91353,3669,1080112,110198,2574,947035,1283352,378330,27844,17959,74484,1064,14454
"01001100111110111001",486148,114820,1191839,4870,14416,508998,6216,655952,23168,76,3295,210364,33740,5788,11734,24952,1020589,6840,974195,3863,5384357,196159,129948,102888,7355,13869,2264,982457,695,191375
"01101011011010001001",3702,6426591,23099,157211,21570,108900,38534,609162,39894,2849,1727857,248845,53488,13324,248772,791853,283813,553,1608560,45343,242492,233307,37637,10648,1103,574108,38066,162097,1486,941
"01001001010111111101",32211,5013,1595856,6699,4544,10666867,36733,77557,1837,1597,8132,391344,61001,191873,166503,56737,40534,35717,2773,164807,651351,111384,3321,116983,1355660,5326180,8585,266351,843088,742864
"00010001100011010011",12503,16069,90208,11948,28688,364043,11604,759222,2089041,210274,596354,532434,4998547,89842,392148,31929,18521,31996,207090,777950,13494,121,19551,843714,14677,28276,35781031,69597,128,20195
"01010000101001010101",80203,12843,8292,30787,77,5656174,97477,242603,561976,521735,132100,92681,1651,764105,3829,5936,419277,39514,3235632,57799,3339,21881,20815,136358,726,29586,23998,588095,128132,192163
"10111100001111101101",8089,33245858,126687,12812,31,17025,13572,36138,30288,596940,13093284,8157,15327,64382,91085,2820,5799,2,18,4183,13882,147764,52516,1793,4923761,95719,2104918,292,71423,188245
"10110011000100100000",10880,104113,73083,25226,13186747,881140,1009387,11176,7283,56395,3594,1563055,10646,217,448123,2264,70557,242249,246185,43710,2301130,1404,367,198312,88615,38694,22553,11403731,528,4950
"00100001010011001101",261777,241802,18092,4795,1310,91671,35071,270961,95472,407440,417,2676,89493,14228,3532,375978,1283509,2,137,988,294583,19889,8591,3461,117863,209770,2670,58603,2359,285
"10010000000011110111",675,196372,741162,2158112,18666,731069,13832,7422423,1586069,108076,138235,132978,4789802,46123,2182247,4022,897,175,78070,369876,352314,413,20956,1131939,844521,315,113793,39106,1003,31896
"01101010001011010101",845107,33093,63104,26729,100027,878482,382908,275767,74397,45629,8058,1044899,7682,1415746,35598,2894,19228,22730,215925,468416,89798,211746,121656,179875,2188788,6869,64984,10271,3292,311488
"01111010011000010011",16647,46515,208412,358153,152036,9060320,67599,173421,11738,2505735,8368,162717,28367,31643,235466,879,590046,535940,181614,294,99566,1874,448,2495,87087,84148,174858,336,2909,22451
"11110101011100101001",30793,21080,206415,47618,46067,139344,210521,2224929,231872,729631,65054,23024,932543,62212,1578,1101220,52519,82,29814,52,22152,17415,96732,13485,14286,108573,323481,971,3552,28376
"01110111010011001100",651751,1866308,43782,23251048,1290224,181298,2632,114514,8593,267370,1028,230316,223894,68114,16770,67069,1000258,498433,1232993,8549,29119,47879,786925,18486379,17352,4233,235260,9231,9718386,602806
"01101010000111010011",11467,718194,32962,6345563,2759,85895,5876,4275,14705,19975,30441,1551749,46106,275222,581808,516393,4746,1749,52111,141681,38806,48240,346907,481,907173,1358500,59549,165562,3030,34319
"11000010100101111011",194,30050,77,24825,407899,2139315,18299,16663442,51165,36960,1331919,123746,572539,65344,36496,414512,29459,346259,1475513,13240,17691,10903,8181,21014,28062,336712,130198,81228,25,5658
"10011111010100010110",11649,2572,17828,14068,13809,48380,275539,884634,5579,187281,290133,317177,3987,52776,517726,2763346,632,117823,65147,50341,390243,2362,179780,2967223,6835,90087,21338,723599,1325,226
"01010110010101101010",11363,391472,22629,16200861,309837,192289,2072595,713568,2227,160878,77962,21759,15927,248224,590823,108375,25561,332,410,6253,38914,57830,46253,1343,1650570,39164,46306,7542,362399,4220807
"10010011111101000110",7115,4271,95332,1830895,84969,1670,3325724,156,8645,1596831,8228,6432321,1089725,113,75103,1269494,5963,1978,28565,5440262,1556980,621,43919,771643,78721,721616,7632414,14455922,422,5150
"11001110001011010111",351486,276274,425721,261584,23226,6823,67392,10433,33673,36030,28345,674554,2701,315950,19298,10442,356,131748,73530,1210410,675204,6904959,667016,51891,302916,424,25280,6563,18318,71881
"10010000010010000000",97369,246193,127,6744,44,949806,124685,778,320704,892420,765597,373728,137721,2296,1832,159209,52451,94,348,1801,104076,173,5751,23660119,1344480,774,2209010,84092,32,854627
"10001100010000000000",64206,25173,3874209,29286,12,59921,133815,240340,87364,6741944,12444,32284,36979,96465,98723,5229,1293,4232,22312,1896,206297,16,577,484981,130916,156,228233,35791,60,201479
"10001111101010011011",58602409,278441,59485,151037,13483,1074069,8482,16376,2230718,320397,120,21274,651691,105084,468844,116972,62589,15318,31800,1615,264376,10,53652,12779,60115,302,10858140,7798,2891,9219
"00110110000000110010",13627,104759,1111849,187319,14542,276469,2671,6024,3276454,60590,817,42169,4862,536,30920,1318863,292104,9306,399837,12505,275740,358061,603941,59382,9350138,500172,8435,15566,61939,559
"11110100111100011111",9288,302,181595,149155,9747,151599,223620,1936,5756903,683171,25242,792080,424100,1027,60024,70509,1456733,223,118613,2330,3719,760289,3453778,26598,83806,54556,129910,152337,19383,140989
"01010011100011011011",59761,539906,76743,507783,851144,241396,6108,1015702,3021,172,81481,1229,1083,196208,413484,252218,509,1409745,604575,74403,2733,15370,3605,8856,113457,91368,5204,362786,50518,2019438
"01010001101001000011",614005,18481,347406,14599,3297,427,5795019,3696612,1239,18123,107715,296684,128360,132859,54492,141300,447272,145,22,188,2277369,7448,73653,630666,82464,667,751,327,9,195415
"01110100001101111011",285281,7946,337790,92953,3111,72102,16194,76210,1689,353213,26,14716,257811,618475,14139,13207,22538,11564,208718,35910,185607,47242,3391,18570,28275,234036,34779,185725,6611,523949
"10010010011010110000",174865,13614,2957,78439,6786,85484,18720,41,2513823,567554,1006980,22462,2481256,4182,2544864,12174,6069,17190,811463,439113,1039042,0,3217,184875,24950,30113,5253,1779394,687,35779
"11110101010011110011",16585,4617,11819,59393,26434,28263,46268,100675,451415,17026,15662,59779,285432,7711,26688,1809,9010,1595,31816,17638,39,541287,515732,2595,40855,938,457563,796,15491,28247
"10111010011011101101",3462,1438461,50997,101214,60605,943834,28302,261415,10795,209292,22355,382623,76636,4254,577627,49297,30616,57018,196503,11448,127411,21916,2932,5066764,77718,398150,29079,274449,116264,376
"00110101101000001001",766879,42549,1952093,60375,10,91374,2953615,5840,7060660,396,6571,29924,8729,3962,1795933,910712,724384,73,32027,568,210467,10353,75434,382150,1728151,2177,50772,13279,874,279431
"10011101111000000100",130242,149930,265545,440382,6,384115,1121561,6802,5584,1942127,66241,15496,25386,323819,47720,14334758,6796,3578,429,1414,3822,11,2274,419561,1794589,9550,159331,10383,318,2803
"00100100111000000110",320670,6434443,957464,308438,650,4419,14905,35157,234203,1926,498878,15835,2795,7089321,141801,870120,92273,80,15831,157,2867370,364390,147068,1801,38896,781,179100,13,779,4713
"10001110011110101111",186462,13840097,742,40217,5349,1169394,1764035,38611,13762,9406792,415922,286153,94022445,66869,5555291,14977,33544,7038551,587,4450253,10893428,2661,794313,6861212,13363,160,259917,44270,6807,14774
"10011111011101110000",74658,1938353,522,34006,67222,210184,3782,3353,11336,1688886,3383157,53,564473,95450,345648,430365,6567,24993,106382,961679,30079,52845,207512,3192184,1108714,20197,3461211,3201613,2083,223507
"10100011001100100100",45479,5542,2853,12172,2096,1854536,12932103,197892,9272,174299,209179,3391,41496,420598,8200,4089,14004,606425,1858521,51760,11,481481,32847815,76770,5514,96771,21765,5696,729542,59027
"10110011010000010011",22625,255211,1132,365058,50003,11703,7457976,1696933,11933,70299,260500,98198,1604018,2450,98218,489927,158482,73943,214657,1456,384319,6880910,209300,104677,156403,20010,322107,245981,6137,9
"10100001101010110010",443354,27259,134983,39331,91892,7835,1527947,12046,4081164,24914,40553,92908,4255,63262,1916196,24928,325062,122499,33451,21851,321136,137820,6617427,553,727210,2413,953785,1857,32670,218080
"10100011011101000111",17289,173959,174949,419164,177922,16446,745,90830,12604,1638261,7084,131852,21189,5030,46950,227851,458,123577,154807,653480,26667,1659547,27095,8167,32005,6398,5389,466,46768,8259
"10100011001101000010",997073,31803,1239956,643134,16562,1320122,198988,1850,111923,83,3476,22941,488876,9382,9451,2921709,191640,177697,157035,142694,565552,781345,34383,26079,1034534,2482,43574,1983,66245,6257
"10011101001011110000",43651,720292,59609,2185266,51557,2198952,4745,94874,20689,73810,601415,649447,809403,169,9091,170794,251,36262583,26233,271439,43971,67,1624,21108163,71866,3525,17380280,805,450,1101743
"11101110010111011011",1071238,3568,51931,1516342,299713,1676,4458,352869,637526,803981,61312,16909,6896587,8337,605,873791,45647,91088,33685,13777,43094,435044,97875,127322,173973,1833,9063,8231267,7001,26845
"01001100011101010011",56688,18432500,30888,117502,3269918,144230,771501,55017,4798,2528,467204,16145,12517,1785,8476,381690,2268186,33559,66945,28400,17214,390198,106613,8643,46539,582373,1945,4512,257153,51214
"01010101011000001000",1743416,11005,3924169,110837,42069,87250,35940,338455,219109,11375,305733,2790821,89402,1229857,1860672,2737,8264238,40,10804,10,36987,42664,7838,35436,93363,4941,8811,293,23889,871781
"00101101101101100100",38558,80215,5719,11581,8676,241934,167498,399897,2769,10558,3527,702,1580,133975,842014,15108016,6582,37,41236,10102,51669,709,3826,194246109,52334,4969,231038,2938,107,14914
"00001110111010010100",34966,291734,3240,228720,129586,4780,373809,162132,584490,65915,246108,817656,104417,153,241312,10714,283953,359718,986951,3551,15113,693,22451,5944,73786,667712,18158,31699,551,8823
"01011110100111000101",1598224,4743,54,78360,14619,284925,58599,306788,118223,1885,20296,224478,849380,114036,932,3832619,119257,2316744,29416,2765,224977,86151,22721,2178,7131,1659,349150,695886,17114,16109
"01010101011010111101",89443,673854,12269,236844,519022,44921,123956,24389,80881,4002,4182,2954,23057,106737,11214,190230,97105,390842,6337,20294,78142,112814,23658238,244313,974268,62873,269,2855034,201450,623877
"11011011001111101010",850977,783,2238259,568,2660,137484,18230,88763,39849,8786,129564,55198,5953,172410,21181,31915,16742,385093,2054,803901,12458,1262754,104212,19745,416540,74626,392,205436,324,56263
"01000100100011011001",570962,27928,156519,749632,198702,145119,12123,16330,141413,45852,251795,76898,2753475,22763,33315,199479,419816,38115,89217,25918,66717,79223,25522,91899,56356,22655,1644,596264,3145,6078
"10001010001001010101",55499,137837,5734,52001,2209,643308,2660,260397,13225,8806154,125235,92073,4099866,327772,4882390,67954,91692,2384210,7968800,1791,187297,3092,6160,1694255,242711,10,49374,30754,6991,13925
"01011011101011110111",6438,476,26396,3278148,228,602757,921,3576,155,17328,1346164,53119,623468,994306,47521,15445214,1680803,629731,1976012,284603,478704,229155,138101,5468,501153,1052,1786,243640,1728364,1353396
"01010001101010010111",1227246,4268,25657,85253,88904,263367,310422,23828,360449,157952,845185,588724,114227,20999,2955,67257,3033762,1888,123413,18614,3878,136499,8685,2117,21760,74406,13196,94972,486007,69693
"00111110110111101000",165520,1560001,61937,144924,13119389,48499,149136,142692,91718,90600,296646,37582,13111,116789,23717,345965,1002279,169942,141,104935,1689,5946,586,205042,5242223,3014,249375,7340,233112,14230
"11101100010001010111",765,10156,48476,153971,1434,106060,66019,99545,435793,14205,8043795,32192,577291,43380,27840,1831,21971,1373,156816,2925,73060,59,28833,1784,4809,1309660,491048,146417,4032195,21616
"11000101000111011101",10870,348,67656,1665,10020739,2489,162082,60359,4166393,12707,642,235222,422787,97961,1212663,7065,6879,2457,51109,200015,819936,4541,14401,614975,456590,433631,54912,151858,15257,5203
"11011111111010000100",13328,555,50500,219849,9833,64153,9392,769,271,147396,2385875,49220,315,678383,55487,27612,11449,22110,622941,8013,125266,68685,23328,1065792,929418,261865,44519,62120,2115,1131
"10110001010100111000",5690918,11206,25059,43356,2052933,8267,160,117058,769758,8632,631326,35830,133316,246321,325569,22045,49289,17299,256020,11299340,34762,2657183,23251,59517,2847351,567118,871848,2518798,23039,32411
"01001100111011110110",144477,52776,168899,553465,7632,1913,4005,245787,1730734,7917,2446,49613,60,27332,2985,13687,201078,20140,735,214381,39864,1271672,1264746,5097,12848,17468,58154,103921,3061,150950
"00010011011101100011",3444,1685,629005,49488,175486,391361,5487,36040,157600,4038,2920132,12319,54257,1720,114124,127294,17379,70620,1498394,118741,236479,723,9303,46193,253852,327,688929,2739,1473,34721
"11101010110010001001",34008,62166,328792,13921,98660,2091913,843331,73049,151926,3686,720834,4425983,17452857,58267,168053,141005,2614,88380,3426632,729,57904400,62537,33689,15994,366493,43903922,45034,728505,3042969,3656
"00101010010100011011",133050,76174,193316,4970,5161984,498676,55319,1601719,431127,7984,224986,549864,44277,1154591,279304,19001,317134,38814,553,25118,139981,13038,13036,182,17582,1419,222961,86819,1577718,790005
"00010011100010001111",261038,27622,3906,32186,2899,29198,2570166,72452,198413,53601,135702,83661,439327,47141,4733,37910,490220,66926,317124,7473,386418,2923,1783,40909,2452524,6790,63744,9319,601,279
"10010001010110101101",913108,11650,130369,1529782,1568,366312,6169534,39886,6816,285863,142967,23,857,195063,1388623,29745,6141,12,871,2726,292302,1771,529,161737,871996,19316,13678,23,36,1213
"10010100110001110001",74693,91223,1117156,263084,9,21947,401676,612262,159507,1769,264100,28616,357135,441919,20215,22543,16326,994173,2161917,15742,909,299,2085505,4342,1641107,25588,249543,59136,719842,145710
"00111110000001111000",832,14683,60279,31612,1287,3495,451862,1923912,16364,991,216770,400941,232428,2550,431780,2739,12260,9845145,45712,4595,22336,323116,3716,1800,167820,306,57308,8160,10117,4109
"11001111111000000111",155276,9166,1966,12832,424886,13067,941784,699465,10274,124612,12871,1127,15343,155,24615,112466,2377062,805,299768,292,1125,4476,6067097,18531,3286,18440,24754,39376,151479,108595
"01110100111000100001",278162,18584,116993,16870,15532,790306,29495,5016,12165,1469195,8952,311917,31960,159770,2207465,4982,5162,20,64,242,240981,169152,1132,1674306,4735,56334,2372879,7302,573,2926
"10000011100010101011",477669,69658,970539,329224,26614,91565,7651,40313,5509,7748457,474477,18672,16998396,43513,40075692,5213768,877,4664,128924,396249,94846,322,2131914,340544,96852,2629,729878,1099,502,4591
"10100000001000000001",42404,1068,305776,4782,123,41618,28768,1468553,27315,194306,1899,4883,10112,2494996,214380,59369,1300044,24,4793,19299,55948,14324,294,251765,13057,814224,10828,3273,45,2148398
"10010010010101111001",2891,12226,40858,499562,527,729860,42896,5307,1872,28106,3920,12067,10333909,16507,156020,1289208,6371,21337,2268,71554913,14174,4987,580,417983,18499,357379,28959,16949,1952,1044471
"00001001100010010100",51541,1134981,283954,326259,80771,4588,26450,16041,311759,635723,18902,64481,1184668,806,28876,159816,5,217102,86550,1831223,27607,15174,19405,881413,9209,523,1441356,835,352,6938
"01010101101010110000",5779,71006,27890,4613,12025,7933,925874,1175029,2884750,24239,169541,588,13929,447559,16261,19212,13911085,69467,2047432,63079,2318,39639,12639,1079822,395621,12228,3187545,363533,105,48285
"00110001111100100100",70029,157296,4638,8894,56004,19630,19381844,62032,4064758,22292,1609,45980,35208,23414,23778,111284,558,20,4428,857,1587203,61,2854,99991,258297,3464,239030,2810,309,408892
"00011100100100010111",44479,231764,120196,141573,254,1604921,51031,905,441,16648,1787080,75988,375938,84834,12761,44056,78417,3595,139520,1283498,38346,624,5749,473090,103529,8017,2673549,317275,58611,1147
"01001101110011011010",736676,10802,203912,9790,1970386,72946,140370,15428,567038,228,314816,4678,492195,731870,86272,196878,9554,10224,1573,3563,3940,30284,155867,275868,5474,1344,318503,52583,34241,5014
"00110010000011011100",4110747,333586,63694,9,66,230031,88258,832596,29009,3497387,24894,52108,106895,610,1619126,217712,520,151974,2076574,871535,123686,168389,3202,1195663,43982,171596,36336,5522,130807,10447
"10110111010010111000",36894,67467,1999998,1737137,451167,18234,32808,12931,9032,49362,65131,70636,26834,2121945,75896,16230,168427,18587,1516084,534410,77991,22588,132886,28532,38566,63706,4421,22410,308123,911570
"11111110000010111011",838769,327,1572596,1435455,1079,7353,1229,1295599,17068,14937,25107,2344883,496430,4391,35451,28887,116,251,120668,11182,710536,7123,43887,29814,21170672,8425174,24627,8266,18199,51570
"00010000110111010100",203474,453304,17022,294150,654345,61214,127937,1292099,16411,27800,4911,483939,132276,454469,677713,407931,273934,12330739,2187135,10897379,14788,2459,102649,499461,239362,95094,283230,24926,30255,7866
"10001110011001101011",1451231,805125,21667,11106,1093,1905349,1612742,31639,3991492,15624,67,1687,33251,2280,254908,9162,22687,28918,23858,18719,5603,1288,29420,596004,257711,10709,44820,60276,3926,257076
"11010001010100111101",46176,238473,521188,1314763,456312,1040,61782,656,332502,838638,491874,5385002,1507,217787,18418,264679,29041,98446,331438,27815,610396,37284,6552,330983,27935,11158,153423,1574,92372,28258
"11011110001100011101",4472,49622,67013,81143,9000,35841,482548,411994,751753,95197,6061,2323,275327,52972,38877,1756,25702,15422981,262354,316907,106052,14615,20728,1090392,5019,159008,547543,160022,22283,18021
"00000010101011011111",57167,17166244,85917,161989,51815,2293328,2344,4797303,8350,24659,16949,51956,10257444,6527,3383616,881707,212896,12735,1109903,167565,36165,377,223413,1690072,74133,5707,356538,880214,478,17189
